CensusNo|Name|Address|Telephone|Province|District|Zone|Division
14239|BT/BW/MAHILADITIVU SARASWATHY VID|KOKKADDICHOLAI|0652056951|5.Eastern|Batticaloa|Batticaloa West|Manmunai-S. West
14243|BT/BW/ARASADITHIVU VIGNESWARA MAHAVIDYALAYA|ARASADITHIVU KOKKADDICHOLAI|9999999999|5.Eastern|Batticaloa|Batticaloa West|Manmunai-S. West
14244|BT/BW/KOKKADDICHOLAI R.K.M.V|WARD 09, KOKKADDICHOLAI|0652056921|5.Eastern|Batticaloa|Batticaloa West|Manmunai-S. West
14245|BT/BW/KADUKKAMUNAI VANI VIDYALAYAM|KADUKKAMUNAI,KOKKADDICHOLAI|0652054149|5.Eastern|Batticaloa|Batticaloa West|Manmunai-S. West
14249|BT/BW/NATPATHUVADDAI VIPULANANDA VID|NATPATHUVADDAI||5.Eastern|Batticaloa|Batticaloa West|Manmunai-S. West
14250|BT/BW/KOLLANULLAI VIVEKANANDA VIDYALAYA|KOLLANULLAI KOKKADDICHOLAI|9999999999|5.Eastern|Batticaloa|Batticaloa West|Manmunai-S. West
14251|BT/KK/MATHURANKERNYKULAM G.T.M.S|MANKERNY|0000000000|5.Eastern|Batticaloa|Kalkudah|Koralapattu North
14266|BT/BW/IRUDDUCHOLAIMADU VISHNU VIDYALAYAM.|KANNANKUDAH-300016,BATTICALOA.||5.Eastern|Batticaloa|Batticaloa West|Manmunai - West
14285|BT BC ODDAMAVADI FATHIMA BALIKA MAHA VIDIYALAYA|ODDAMAVADI|0652257580|5.Eastern|Batticaloa|Batticaloa Central|Koralaipattu West
14288|BT/BC/RITHITHENA IQRAH VIDYALAYA|RITHITHENA, PUNANAI|870714|5.Eastern|Batticaloa|Batticaloa Central|Koralaipattu West
14290|BT/BC/BRAINTHURAICHENAI SATHULIYA VIDYALAYAM|PANSALA ROAD BRAINTHURAICHENAI VALAICHENAI||5.Eastern|Batticaloa|Batticaloa Central|Koralaipattu West
14300|BT/BC PALAMUNAI ASHRAFF VIDYALAYA|PALAMUNAI-ARAYAMPATHI-30150|0653645397|5.Eastern|Batticaloa|Batticaloa Central|Kaththankudy
14304|BT/PD/KANNAKIPURAM VINAYAGAR VIDYALAYA|MAHILOOR, KALUWANCHIKUDY|0000000000|5.Eastern|Batticaloa|Paddrippu|M.S.E Pattu
14312|BT/BT/MYLAMBAVELY VIPULANANDA VIDYALAYAM|MYLAMBAVELY,THANNAMUNAI|0653647166|5.Eastern|Batticaloa|Batticaloa|Eravurpattu
14316|BT/BW/KAYANKUDAH KANNAKI VID|PANKUDAVELI||5.Eastern|Batticaloa|Batticaloa West|Eravur pattu - 3
14326|BT/BW/KANCHIRANKUDAH KAMADCHI VIDYALAYAM|KANCHIRANKUDAH, KANNANKUDAH||5.Eastern|Batticaloa|Batticaloa West|Manmunai - West
14420|BT/BC/AYISHA MAHALIR M.V|VALAICHENAI|0652257936|5.Eastern|Batticaloa|Batticaloa Central|Koralaipattu West
15001|KEPPETIPOLA SECONDRY SCHOOL|MAHAOYA||5.Eastern|Ampara|Mahaoya|Mahaoya
15002|PADIYATHALAWA NATIONAL SCHOOL|PADIYATHALAVA|0632246116|5.Eastern|Ampara|Mahaoya|Padiyatalawa
15003|TEMPITIYA VIDUHALA|TEMPITIYA,MAHAOYA||5.Eastern|Ampara|Mahaoya|Mahaoya
15004|SERANKADA SECONDARY SCHOOL|SERANKADA||5.Eastern|Ampara|Mahaoya|Padiyatalawa
15005|UNUWATHURA BUBULA VIDUHALA|UNUWATHURABUBULA,MAHAOYA||5.Eastern|Ampara|Mahaoya|Mahaoya
15006|GALODE VIDUHALA|GALODE ,PADIYATHALAVA||5.Eastern|Ampara|Mahaoya|Padiyatalawa
15007|KOMANA VIDYALAYA|DORAKUMBURA,PADIYATHALAWA||5.Eastern|Ampara|Mahaoya|Padiyatalawa
15008|MIRISWATHTHA MAHA VIDYALAYA|KOLAMANTHALAWA,PADIYATHALAVA|0635615762|5.Eastern|Ampara|Mahaoya|Padiyatalawa
15009|HARASGALA VIDUHALA|HARASGALA,MAHAOYA||5.Eastern|Ampara|Mahaoya|Mahaoya
15010|IDDAPOLA VIDUHALA|IDDAPOLA,MAHAOYA||5.Eastern|Ampara|Mahaoya|Mahaoya
15011|KEHELULLA VIDYALAYA|KEHELULLA,PADIYATHALAVA||5.Eastern|Ampara|Mahaoya|Padiyatalawa
15012|KUDAHARASGALA SECONDARY SCHOOL|KUDAHARASGALA,MAHAOYA||5.Eastern|Ampara|Mahaoya|Mahaoya
15015|BEDIREKKA VIDUHALA|BEDIREKKA,MAHAOYA||5.Eastern|Ampara|Mahaoya|Mahaoya
15016|MARANGALA VIDYALAYA|DORAKUBURA,MARANGALA,PADIYATHALAVA||5.Eastern|Ampara|Mahaoya|Padiyatalawa
15017|HOLIKE VIDYALAYA|HOLIKE , PADIYATHALAWA||5.Eastern|Ampara|Mahaoya|Padiyatalawa
15020|DAMBADENIYA VIDYALAYA|DAMBADENIYA,MAHAOYA||5.Eastern|Ampara|Mahaoya|Mahaoya
15022|POLLEBEDDA VIDYALAYA|POLLEBEDDA,MAHAOYA||5.Eastern|Ampara|Mahaoya|Mahaoya
15023|AM.MAHA,WARAPITIYA VIDYALAYA|KEKIRIHENA,MAHAOYA||5.Eastern|Ampara|Mahaoya|Mahaoya
15026|BORAPOLA MAHA VIDYALAYA|BORAPOLA,MAHAOYA|0633639775|5.Eastern|Ampara|Mahaoya|Mahaoya
15031|NUWARAGALATHENNA MAHA VIDYALAYA|NUWARAGALATHENANA,MANGALAGAMA,AMPARA||5.Eastern|Ampara|Mahaoya|Mahaoya
15032|AM/MANGALARAMA V.|MANGALAGAMA,AMPARA||5.Eastern|Batticaloa|Batticaloa|Eravurpattu
15033|AM/RAJAGALATHENNA M.V.|RAJAGALATHENNA,AMPARA||5.Eastern|Ampara|Ampara|Uhana
15034|AM/MALWATTA THISSAPURA M.V.|THISSAPURA DADAYAMTHALAWA||5.Eastern|Ampara|Ampara|Uhana
15035|AM/WERANKETAGODA M.V.|WERENKETAGODA|0632050936|5.Eastern|Ampara|Ampara|Uhana
15036|AM/GALAPITAGALA M.V.|GALAPITAGALA||5.Eastern|Ampara|Ampara|Uhana
15037|AM/UHANA M.V.|UHANA|0632250187|5.Eastern|Ampara|Ampara|Uhana
15038|SENAGAMA MAHA VIDYALAYA|WERENKETAGODA||5.Eastern|Ampara|Ampara|Uhana
15039|AM/VIJAYAPURA V.|VIJAYAPURA, DADAYAMTHALAWA||5.Eastern|Ampara|Ampara|Uhana
15040|AM/KUMARIGAMA M.V.|KUMARIGAMA,UHANA||5.Eastern|Ampara|Ampara|Uhana
15041|AM/GALAHITIYAGODA M.V.|GALAHITIYAGODA,UHANA||5.Eastern|Ampara|Ampara|Uhana
15042|AM/UHANA THISSAPURA V.|UHANA||5.Eastern|Ampara|Ampara|Uhana
15043|AM/SIYAMBALAWEWA V.|SIYAMBALAWEWA||5.Eastern|Ampara|Ampara|Uhana
15044|AM/HIMIDURAWA V.|UHANA||5.Eastern|Ampara|Ampara|Uhana
15045|AM/UDAYAPURA V.|DIGA-WEERAGODA||5.Eastern|Ampara|Ampara|Uhana
15046|AM/DEMATAMALPELASSA V.|UHANA||5.Eastern|Ampara|Ampara|Uhana
15047|AM/NUGELANDA V.|NUGELANDA, RAJAGALATHENNA||5.Eastern|Ampara|Ampara|Uhana
15048|AM/MAYADUNNA V.|MAYADUNNA, GONAGOLLA||5.Eastern|Ampara|Ampara|Uhana
15049|AM/RAJAGAMA V.|DIGA WEERAGODA||5.Eastern|Ampara|Ampara|Uhana
15050|AM/WEERAGODA V.|DADAYAMTHALAWA||5.Eastern|Ampara|Ampara|Uhana
15052|AM/SUHUDAGAMA V.|WEERAGODA||5.Eastern|Ampara|Ampara|Uhana
15053|AM/NAWAGIRIYAWA V.|GONAGOLLA||5.Eastern|Ampara|Ampara|Uhana
15054|AM/BANDARADUWA V.|GONAGOLLA||5.Eastern|Ampara|Ampara|Uhana
15055|AM/RUHUNUGAMA V.|RUHUNUGAMA, DADAYAMTHALAWA||5.Eastern|Ampara|Ampara|Uhana
15056|AM/GONAGALA V.|GALAPITAGALA||5.Eastern|Ampara|Ampara|Uhana
15057|AM/WALAGAMPURA V.|WERANKETAGODA||5.Eastern|Ampara|Ampara|Uhana
15058|AM/KAHATAGASYAYA V.|KAHATAGASYAYA,NAMALOYA||5.Eastern|Ampara|Ampara|Uhana
15059|AM/UDAYAGIRIYA V.|UHANA||5.Eastern|Ampara|Ampara|Uhana
15060|AM/VIDYALOKA V.|WEERAGODA||5.Eastern|Ampara|Ampara|Uhana
15065|AM/DIULANA V.|PIYANGALA, RAJAGALATHENNA||5.Eastern|Ampara|Ampara|Uhana
15067|AM/D.S.SENANAYAKA M.M.V.|AMPARA|0632222375|5.Eastern|Ampara|Ampara|Ampara
15068|AM/DAMANA M.V.|DAMANA,AMPARA||5.Eastern|Ampara|Ampara|Damana
15069|AM/SADDHATHISSA M.V.|AMPARA|0632223687|5.Eastern|Ampara|Ampara|Ampara
15070|AM/KAWANTHISSA M.V.|AMPARA|0632224484|5.Eastern|Ampara|Ampara|Ampara
15071|AM/AMBAGAHAWELLA M.V.|PARAGAHAKALE, AMPARA||5.Eastern|Ampara|Ampara|Ampara
15072|AM/UKSIRIPURA V.|MUWANGALA,HINGURANA||5.Eastern|Ampara|Ampara|Damana
15073|AM/KEENAWATHTHA V.|KEENAWATHTHA,HINGURANA||5.Eastern|Ampara|Ampara|Damana
15074|AM/GAMINI MAHA VIDYALAYA|2ND AVENUE AMPARA|0632222368|5.Eastern|Ampara|Ampara|Ampara
15075|AM/NAMALOYA V.|NAMALOYA, AMPARA||5.Eastern|Ampara|Ampara|Ampara
15076|AM/NAMALTHALAWA M.V.|NAMALOYA,AMPARA|0632051472|5.Eastern|Ampara|Ampara|Ampara
15077|AM/PARAGAHAKALE M.V.|PARAGAHAKALE,AMPARA||5.Eastern|Ampara|Ampara|Ampara
15078|AM/PADAGODA V.|PAALALANDA,AMPARA||5.Eastern|Ampara|Ampara|Damana
15079|AM/POLWATHTHA M.V.|POLWAGA JANAPADAYA,AMPARA|0632051929|5.Eastern|Ampara|Ampara|Ampara
15080|AM/BANDARANAYAKA BALIKA M.V.|AMPARA|0632222451|5.Eastern|Ampara|Ampara|Ampara
15081|AM/MUWANGALA M.V.|MUWANGALA,HINGURANA||5.Eastern|Ampara|Ampara|Damana
15082|AM/MORAGAHAPALLAMA V.|4TH BRIDGE,MORAGAHAPALLAMA,AMPARA||5.Eastern|Ampara|Ampara|Damana
15083|AM/WAWINNA V.|WAVINNA, PARAGAHAKALE||5.Eastern|Ampara|Ampara|Ampara
15084|AM/WELUSUMANA V.|NAMALOYA, AMPARA||5.Eastern|Ampara|Ampara|Ampara
15085|AM/HINGURANA M.V.|HINGURANA||5.Eastern|Ampara|Ampara|Damana
15086|AM/KARANGAWA JANARAJA V.|AMPARA||5.Eastern|Ampara|Ampara|Ampara
15087|AM/HEGODA SRI INDRASARA V.|MIHINDUPURA,AMPARA||5.Eastern|Ampara|Ampara|Ampara
15090|AM/KOTAWEHERA V.|PARAGAHAKALE|0632051051|5.Eastern|Ampara|Ampara|Ampara
15092|AM/SEEWALI V.|MORAGAHAPALLAMA,AMPARA||5.Eastern|Ampara|Ampara|Damana
15093|AM/KOKNAHARA M.V.|KOKNAHARA AMPARA||5.Eastern|Ampara|Ampara|Damana
15097|AM/KIULEGAMA M.V.|WADINAGALA,AMPARA||5.Eastern|Ampara|Ampara|Damana
15099|AM/DEWALAHINDA V.|DEWALAHINDA,AMPARA||5.Eastern|Ampara|Ampara|Damana
15100|AM/PANNALGAMA V.|PANNALGAMA,AMPARA||5.Eastern|Ampara|Ampara|Damana
15101|AM/MADAWALALANDA M.V.|MADAWALALANDA,AMPARA||5.Eastern|Ampara|Ampara|Damana
15102|AM/MANTHOTTAMA V.|MAHANAGAPURA,AMPARA||5.Eastern|Ampara|Ampara|Damana
15103|AM/WADINAGALA V.|WADINAGALA,AMPARA||5.Eastern|Ampara|Ampara|Damana
15108|AM/THIMBIRIGOLLA V.|MADAWALALANDA,AMPARA||5.Eastern|Ampara|Ampara|Damana
15111|AM/ABHAYAPURA V.|PARAGAHAKALE, AMPARA||5.Eastern|Ampara|Ampara|Uhana
15112|AM/PANAMA M.V.|PANAMA||5.Eastern|Ampara|Ampara|Lahugala
15113|AM.LAHUGALA V.|POTUVIL ROAD,LAHUGALA||5.Eastern|Ampara|Ampara|Lahugala
15114|AM/SRI DHAMMARATHANA V.|AKKARAIPATHTHU||5.Eastern|Ampara|Ampara|Damana
15115|AM/POTHUVIL SINHALA V.|POTHUVIL||5.Eastern|Ampara|Ampara|Lahugala
15116|AM/BAKMITIYAWA V.|BAKMITIYAWA,AMPARA||5.Eastern|Ampara|Ampara|Damana
15118|AM/NEETHTHA V.|NEETHTTHA,MADAWALALANDA,AMPARA||5.Eastern|Ampara|Ampara|Damana
15120|AM/DEHI/MADAGAMA SECONDORY SCHOOL|DEHIATTAKANDIYA|0272250205|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15121|AM/DEI/IHALAGAMA V.|DEHIATTAKANDIYA|0770533944|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15122|AM/DEHI/SADAMADULLA M.A.|DEHIATTAKANDIYA|0729069982|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15123|AM/DEHI/HENANIGALA NORTH V.|DEHIATTAKANDIYA|0712702482|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15124|AM/DEHI/LIHINIYAGAMA M.V.|DEHIATTAKANDIYA|0724026872|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15125|AM/DEHI/MAWANAGAMA V.|DEHIATTAKANDIYA|0714038409|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15126|AM/DEHI/DIYAVIDDAGAMA V.|DEHIATTAKANDIYA|0718409862|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15128|AM/DEHI/BAABARAWANA V.|DEHIATTAKANDIYA|0778292965|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15129|AM/DEHI/HENANIGALA SOUTH V.|DEHIATTAKANDIYA|0718105702|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15130|AM/DEHI/PARANAGAMA V.|DEHIATTAKANDIYA|0724352939|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15131|AM/DEHI/WABADAGAMA V.|DEHIATTAKANDIYA|0721761880|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15134|AM/DEHI/KALEGAMA V.|DEHIATTAKANDIYA|0718038749|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15135|AM/DEHI/KUDAGAMA V.|DEHIATTAKANDIYA||5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15136|AM/DEHI/SALPITIGAMA V.|DEHIATTAKANDIYA|0779930246|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15139|AM/DEHI/WAWAGAMA V.|DEHIATTAKANDIYA|0775690237|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15142|AM/DEHI/SADUNPURA M.V.|DEHIATTAKANDIYA|0272056001|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15143|AM/DEHI/MURUTHAGASPITIYA V.|DEHIATTAKANDIYA|0782947223|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15144|AM/DEHI/NAGASWAWE V,|DEHIATTAKANDIYA|0710734703|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15147|AM/DEHI/HUNGAMALAGAMA V.|DEHIATTAKANDIYA|0729136293|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15150|AM/DEHI.BAKMEEDENIYA M.V.|DEHIATTAKANDIYA|0777004645|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15151|NCP/PL/DIMBU/DIMBU SIRIPURA M.M.V|SIRIPURA,POLONNARUWA|0273281679|7.North Central|Polonnaruwa|Dimbulagala|Dimbulagala
15152|AM/DEHI/DEHIATTAKANDIYA NATIONAL SCHOOL|DEHIATTAKANDIYA|0272250202|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15153|AM/DEHI/RATHMALKADURA S.|DEHIATTAKANDIYA|0714493067|5.Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15155|NCP/PL/DIMBU/DIMBU/NAWAPALLEGAMA K.V.|PALLEGAMA,SIRIPURA||7.North Central|Polonnaruwa|Dimbulagala|Dimbulagala
15158|NCP/DIMBU/DIMBU/PIHITIWEWA K.V|PIHITIWEWA,NUWARAGALA||7.North Central|Polonnaruwa|Dimbulagala|Dimbulagala
15160|NCP/PL/DIMBU/DIMBU/NUWARAGALA M.V|NUWARAGALA,POLONNARUWA||7.North Central|Polonnaruwa|Dimbulagala|Dimbulagala
15161|KM/ST/MUSLIM MADYA MAHA VIDYALAYA(S.N.S)|AMPARA ROAD,SAMMANTHURAI|0672260024|5.Eastern|Ampara|Sammanthurai|Sammanthurai
15162|KM/ST/AS-SIRAJ.MV CHALAMBAIKERNY-CENTRALCAMP|CHALAMBAIKERNY-CENTRALCAMP||5.Eastern|Ampara|Sammanthurai|Navithanveli
15164|KM/ST/MAJEEDPURA VIDYALAYA|MAJEEDPURAM,MALVATHA-03||5.Eastern|Ampara|Sammanthurai|Sammanthurai
15168|KM/ST/NAVITHANVELY ANNAMALAI M.V|NAVITHANVELY KALMUNAI||5.Eastern|Ampara|Sammanthurai|Navithanveli
15169|KM/ST/AL-MARJAN MLC|AMPARA ROAD, SAMMANTHURAI|0672260239|5.Eastern|Ampara|Sammanthurai|Sammanthurai
15172|KM/ST/SRI KORAKKAR TAMIL MAHA VID|MAD THARAVAI -02, SAMMANTHURAI||5.Eastern|Ampara|Sammanthurai|Sammanthurai
15174|KM/ST/VIPULANANDA MAHA VIDYALAYAM|MAIN STREET MALWATTAI-01||5.Eastern|Ampara|Sammanthurai|Sammanthurai
15176|KM/ST/VIVEKANANDA MAHA VIDYALAYA|UNIT-15,NAVITHANVELY||5.Eastern|Ampara|Sammanthurai|Navithanveli
15177|KM/ST/RANAMADU HINDU MAHA VIDYALAYAM|CENTRAL CAMP 05||5.Eastern|Ampara|Sammanthurai|Navithanveli
15179|KM/ST/DHARUSSALAM MAHA VIDYALAYA|BLOCK J EAST|0672260661|5.Eastern|Ampara|Sammanthurai|Sammanthurai
15181|KM/STR/HOLY CROSS MAHA VIDYALAYAM|SORIKALMUNAI-01, SAMMANTHURAI||5.Eastern|Ampara|Sammanthurai|Navithanveli
15183|KM/ST/VEERAMUNAI GTMS|VEERAMUNAI,SAMAMNTHURAI||5.Eastern|Ampara|Sammanthurai|Navithanveli
15184|KM/ST/VEERAMUNAI RKM VIDYALAYAM|VEERAMUNAI, SAMMANTHURAI||5.Eastern|Ampara|Sammanthurai|Sammanthurai
15185|KM/ST/VEERATHDAL AL-HIDAYA MV|CHAVALAKKADE,KALMUNAI||5.Eastern|Ampara|Sammanthurai|Navithanveli
15186|KM/ST/VEPPADITHODDAM VANI MAHA VIDYALAYA|UNIT 04 CENTRAL CAMP|0772289489|5.Eastern|Ampara|Sammanthurai|Navithanveli
15187|KM/ST/SENNAL ZAHIRA MAHA VIDYALAYAM|SENNEL GRAMAM-01, SAMMANTHURAI||5.Eastern|Ampara|Sammanthurai|Sammanthurai
15188|KM/ST/AL ARSATH MAHAVIDYALAYAM|MALAYADI GRAMAM 03 SAMMANTHURAI|0672260857|5.Eastern|Ampara|Sammanthurai|Sammanthurai
15189|KM/ST/CENTRAL CAMP GMMS|CENTRAL CAMP||5.Eastern|Ampara|Sammanthurai|Navithanveli
15196|KM/ST/AL-AZHAR VIDYALAYA|KAIKADDIYADY, SAMAMNTHURAI||5.Eastern|Ampara|Sammanthurai|Sammanthurai
15200|KM KM ZAHIRA COLLEGE|KALMUNAI|0672221887|5.Eastern|Ampara|Kalmunai|Sainthamaruthu
15201|KM/KM/WESLEY HIGH SCHHOL|MAIN STREET,KALMUNAI|0672229877|5.Eastern|Ampara|Kalmunai|Kalmunai Tamil
15202|KM/KM/CARMEL FATIMA COLLEGE, NATIONAL SCHOOL|YARD ROAD, KALMUNAI-01|0672229421|5.Eastern|Ampara|Kalmunai|Kalmunai Tamil
15203|KM/KM/MAHMUD LADIES COLLEGE|KALMUNAI|0672229362|5.Eastern|Ampara|Kalmunai|Kalmunai
15204|KM/KM/AL-MANAR CENTRAL COLLEGE|MAIN STREET, MARUTHAMUNAI|0672229332|5.Eastern|Ampara|Kalmunai|Kalmunai
15205|KM/KM/MARUTHAMUNAI SHAMS CENTRAL COLLEGE|MARUTHAMUNAI|0672229516|5.Eastern|Ampara|Kalmunai|Kalmunai
15206|KM/KM/PANDIRUPPU MAHA VIDYALAYAM|MAIN STREET,PANDIRUPPU-01,KALMUNAI.|0672224720|5.Eastern|Ampara|Kalmunai|Kalmunai Tamil
15207|KM/KM/AL.AKSHA MAHA VIDYALAYA|NATPIDDIMUNAI KALMUNAI|0672221834|5.Eastern|Ampara|Kalmunai|Kalmunai
15208|KM/KM/RAMAKRISHNA MAHA VIDYALAYAM|RKM ROAD, KALMUNAI|0672220078|5.Eastern|Ampara|Kalmunai|Kalmunai Tamil
15209|KM/KM/PERIYANEELAVANAI VISHNU M.V.|MAIN STREET PERIYANEELAVANAI-2|0672229601|5.Eastern|Ampara|Kalmunai|Kalmunai Tamil
15210|KM/KM/PULAVARMANY SHARIFUDEEN VIDYALAYA|PERIYANEELAVANAI, MARUTHAMUNAI|0672221997|5.Eastern|Ampara|Kalmunai|Kalmunai
15211|KM/KM/AL-HAMBRA VIDYALAYAM|MARUTHAMUNAI 04|0672221272|5.Eastern|Ampara|Kalmunai|Kalmunai
15214|KM/KM/SIVASAKTHIMAHAVIDYALAYA|NATPIDDIMUNAI KALMUNAI|0672229168|5.Eastern|Ampara|Kalmunai|Kalmunai Tamil
15215|KM/KM/GANESHA MAHA VIDYALAYAM CHENAIKUDIRUPPU|CHENAIKUDIRUPPU, KALMUNAI|0672220105|5.Eastern|Ampara|Kalmunai|Kalmunai Tamil
15218|KM/KM/AL BAHRIYA MAHA VIDYALAYA|K.K.P. ROAD KALMUNAI|0672229562|5.Eastern|Ampara|Kalmunai|Kalmunai
15221|KM KM AL-MISBAH MAHA VIDYALAYA|ALIYAR ROAD KALMUNAI-12|0672223396|5.Eastern|Ampara|Kalmunai|Kalmunai
15222|KM KM AL JALAL VIDYALAYA|SAINTHAMARUTHU|0672221949|5.Eastern|Ampara|Kalmunai|Sainthamaruthu
15226|KM/KM/MALHARUS SHAMS MAHA VIDYALAYA|MAIN STREET, SAINTHAMARUTHU-16|0672229168|5.Eastern|Ampara|Kalmunai|Sainthamaruthu
15231|AK/AKKARAIPATTU MUSLIM CENTRAL COLLEGE|AKKARAIPATTU 6|0672277364|5.Eastern|Ampara|Akkaraipattu|Akkaraipattu
15232|AK/AYESHA MUSLIM LADIES COLLEGE|AKKARAIPATTU|0672277464|5.Eastern|Ampara|Akkaraipattu|Akkaraipattu
15233|KM/ST/ASHRAF CENTRAL COLLEGE|IRAKKAMAM - 09|0637911196|5.Eastern|Ampara|Sammanthurai|Irakamam
15234|KM/AK/FAYIZHA MAHA VIDYALAYA|PALLIKKUDIYIRUPPU AKKARAIPATTU|0672053544|5.Eastern|Ampara|Akkaraipattu|Akkaraipattu
15235|KM/ST/AL-AMEEN MAHA VIDAYALAYA|IRAKKAMAM|0632050504|5.Eastern|Ampara|Sammanthurai|Irakamam
15236|KM/AK/MUNAWWARA JUNIOR COLLEGE|AKKARAIPATTU|0672279496|5.Eastern|Ampara|Akkaraipattu|Akkaraipattu
15242|KM/AK/KARADIKKULAM RAHMANIYA VID|AALAMKULAM, ADDALAICHENAI-17||5.Eastern|Ampara|Akkaraipattu|Addalachchenai
15243|KM/ST.ILUKKUCHECHENAI G M M S|10A,WAGAMAM, IRAKKAMAM||5.Eastern|Ampara|Sammanthurai|Irakamam
15248|KMAKADDALAICHENAI M.M.V[NATIONAL SCHOOL]|MAIN STREET,ADDALAICHENAI-14|0672277363|5.Eastern|Ampara|Akkaraipattu|Addalachchenai
15249|KM/AK/AL MUNEERA GIRLS HIGH SCHOOL|ADDALAICHENAI|0672279085|5.Eastern|Ampara|Akkaraipattu|Addalachchenai
15250|KM/AK ARAFA VIDYALAYA ADDALAICHENAI|ADDALAICHENAI 1||5.Eastern|Ampara|Akkaraipattu|Addalachchenai
15252|KM/AK AN NOOR MAHA VIDYALAYA|ADDALAICHENAI|0000000000|5.Eastern|Ampara|Akkaraipattu|Addalachchenai
15253|KM/AK/AL-ARHAM VIDIYALAYA|ADDALAICHENAI-07|0672057124|5.Eastern|Ampara|Akkaraipattu|Addalachchenai
15259|KM/AK/AL FATHIMIYA VIDYALAYA,AKKARAIPATTU|AL FATHIMIYA ROAD,AKKARAIPATTU-01||5.Eastern|Ampara|Akkaraipattu|Akkaraipattu
15260|KM AK AS-SIRAJMAHA VIDYALAY|EASTROAD AKKARAIPATTU-01|0672278432|5.Eastern|Ampara|Akkaraipattu|Akkaraipattu
15264|KM/KM/VIPULANANDA CENTRAL COLLEGE|KARAITIVU-04|0672229208|5.Eastern|Ampara|Kalmunai|Karaithivu
15265|KM/KM/AL ASHRAQ MADYA MAHA VIDYALAYA(NATIONAL SCHO|MAIN STREET, NINTAVUR|0672250040|5.Eastern|Ampara|Kalmunai|Ninthavur
15266|KM/AL-HAMRA MAHA VIDYALAYA|LIGHT HOUSE ROAD , OLUVIL-02|0672255027|5.Eastern|Ampara|Akkaraipattu|Addalachchenai
15267|AK/MINHAJ MAHA VIDYALAYA|PALAMAUNAI|0672052711|5.Eastern|Ampara|Akkaraipattu|Addalachchenai
15268|KM/KM/AL-MAZHAR GIRLS' HIGH SCHOOL|NINTAVUR|0672250056|5.Eastern|Ampara|Kalmunai|Ninthavur
15269|KM/KM/SHANMUGA MAHA VIDYALAYAM|KARAITIVU, E.P|0672229168|5.Eastern|Ampara|Kalmunai|Karaithivu
15270|KM/KM/R.K.M.GIRLS VIDYALAYAM|KARAITIVU|0672229168|5.Eastern|Ampara|Kalmunai|Karaithivu
15276|KM/KM/AL-ASHRAF M.V|MAVADIPALLI,KARAITIVU(E.P)|0773607062|5.Eastern|Ampara|Kalmunai|Karaithivu
15277|KM/KM/AL-MATHEENA MAHA VIDYALAYA|NINTAVUR|0672250937|5.Eastern|Ampara|Kalmunai|Ninthavur
15279|KM/KM/GAZZALY VIDYALAYA NINTAVUR|NINTAVUR|1672229168|5.Eastern|Ampara|Kalmunai|Ninthavur
15281|KM AK AL-HIDAYA VIDYALAYA|MAIN STREET,PALAMUNAI||5.Eastern|Ampara|Akkaraipattu|Addalachchenai
15283|KM/AK/AL-JAISHA VIDYALAYA|ANSARY MOSQUE ROAD, OLUVIL-07||5.Eastern|Ampara|Akkaraipattu|Addalachchenai
15289|KM/KM/AL MINA VIDYALAYA|SCHOOL ROAD NINTHAVUR-08|0672229168|5.Eastern|Ampara|Kalmunai|Ninthavur
15290|KM/TK/SRI RAMAKRISHNA COLLEGE(NATIONAL SCHOOL)|AKKARAIPATTU|0672277489|5.Eastern|Ampara|Thirukkovil|Alayadivembu
15291|KM/TK/THAMBILUVIL MADHYA MAHA VIDYALAYAM|MAIN STREET, THAMBILUVIL|0672265099|5.Eastern|Ampara|Thirukkovil|Tirukkovil
15292|KM/AK/POTTUVIL CENTRAL COLLEGE|POTTUVIL|0632248178|5.Eastern|Ampara|Akkaraipattu|Potuvil 1
