CensusNo|Name|Address|Telephone|Province|District|Zone|Division
14165|BT/BW KOTHTHIYAPULAI KALAIVANI VIDYALAYAM|KOTHTHIYAPULAI , KANNANKUDAH||Eastern|Batticaloa|Batticaloa West|Manmunai - West
14166|BT/BW/VAVUNATHIVU PARAMESWARA VIDYALAYAM|VAVUNATHIVU,NAVATKADU|0652059372|Eastern|Batticaloa|Batticaloa West|Manmunai - West
14169|BT/BW/NAVATKADU NAMAGAL VIDYALAYA|NAVATKADU|0653647179|Eastern|Batticaloa|Batticaloa West|Manmunai - West
14172|BT/BT/KIRANKULAM VINAYAGAR MAHA VIDHYALAYAM|KIRANKULAM-30159|0652051103|Eastern|Batticaloa|Batticaloa|Manmunaipattu
14174|BT/BW/AMPILANTHURAI KALAIMAHAL VIDYALAYAM|KOKKADDICHOLAI|0652054142|Eastern|Batticaloa|Batticaloa West|Manmunai-S. West
14175|BT/PD/KURUKKALMADAM KALAIVANI MAHA VIDYALAYA|KURUKKALMADAM - 30192|0652056786|Eastern|Batticaloa|Paddrippu|M.S.E Pattu
14176|BT/PD/CHEDDIPALAYAM MAHA VIDYALAYAM|CHEDDIPALAYAM|0652250623|Eastern|Batticaloa|Paddrippu|M.S.E Pattu
14177|BT/PD/MANKADU SARASWATHY MAHA VIDYALAYAM|MANKADU,CHEDDIPALAYAM|0653652006|Eastern|Batticaloa|Paddrippu|M.S.E Pattu
14178|BT/PD/THETTATIVU MAHA VIDYALAYAM|THETTATIVU|0652250762|Eastern|Batticaloa|Paddrippu|M.S.E Pattu
14180|BT/PD/KALUTHAVALAI MAHA VIDYALAYAM|KALUTHAVALAI|0652250672|Eastern|Batticaloa|Paddrippu|M.S.E Pattu
14185|BT/PD/PADDIRUPPU MADYA MAHA VIDYALAYA|KALUWANCHIKUDY - 30200|0652250111|Eastern|Batticaloa|Paddrippu|M.S.E Pattu
14186|BT/PD/ERUVIL KANNAKI MAHA VIDYALAYAM|ERUVIL,KALUWANCHIKUDY|0652250152|Eastern|Batticaloa|Paddrippu|M.S.E Pattu
14188|BT/PD/KURUMANVELY SIVASAKTHI MAHA VIDYALAYAM|KURUMANVELY-11,KALUWANCHIKUDY|0652250341|Eastern|Batticaloa|Paddrippu|M.S.E Pattu
14190|BT/PD/MAHILOOR SARASWATHY MAHA VIDYALAYAM|MAHILOOR, KALUWANCHIKUDY|0652055933|Eastern|Batticaloa|Paddrippu|M.S.E Pattu
14191|BT/PD/MAHILOORMUNAI SAKTHI VIDYALAYAM|MAHILOORMUNAI, KALUWANCHIKUDY|0000000000|Eastern|Batticaloa|Paddrippu|M.S.E Pattu
14192|BT/PD/ONTHACHIMADAM SRIVINAYAGAR MAHA VIDYALAYAM|KALUWANCHIKUDY|0000000000|Eastern|Batticaloa|Paddrippu|M.S.E Pattu
14194|BT/PD/KODDAIKALLAR MAHA VIDYALAYAM|MAIN ROAD,KODDAIKALLAR|0652251215|Eastern|Batticaloa|Paddrippu|M.S.E Pattu
14200|BT/PD/PERIYAKALLAR CENTRAL COLLEGE|PERIYAKALLAR-02,KALLAR|0672229846|Eastern|Batticaloa|Paddrippu|M.S.E Pattu
14201|BT/PD/UTHAYAPURAM TAMIL VIDYALAYAM|PERIYAKALLAR-3|0000000000|Eastern|Batticaloa|Paddrippu|M.S.E Pattu
14203|BT/PD/THURAINEELAVANAI MAHA VIDYALAYAM|THURAINEELAVANAI-6|0672051855|Eastern|Batticaloa|Paddrippu|M.S.E Pattu
14204|BT/PD/VELLAVELY KALAIMAHAL M.V|VELLAVELY|0652056119|Eastern|Batticaloa|Paddrippu|Porativupattu
14206|BT/PD/ SINNAWATTAI G T M S|SINNAWATTAI, BAKKIYELLA, BATTICALOA||Eastern|Batticaloa|Paddrippu|Porativupattu
14208|BT/PD/MANDUR 37 NAVAKIRI VIDYALAYAM|BAKKIELLA|0000000000|Eastern|Batticaloa|Paddrippu|Porativupattu
14209|BT/PD/KAKKACHIVADDAI VISHNU VIDYALAYAM|KAKKACHIVADDAI, MANDUR|0000000000|Eastern|Batticaloa|Paddrippu|Porativupattu
14210|BT/PD/ANAIKADDIYAVELY NAMAHAL VIDYALAYAM|MANDUR|0000000000|Eastern|Batticaloa|Paddrippu|Porativupattu
14212|BT/PD/MANDUR RKM VIDYALAYAM|MANDUR|0652056333|Eastern|Batticaloa|Paddrippu|Porativupattu
14213|BT/PD/MANDUR MAHA VIDYALAYAM|MANDUR|0000000000|Eastern|Batticaloa|Paddrippu|Porativupattu
14214|BT/PD/THAMBALAWATTAI GANESHA VIDYALAYAM.|THAMBALAWATTAI, MANDUR.|0000000000|Eastern|Batticaloa|Paddrippu|Porativupattu
14216|BT/PD/MANDUR-13 VIGNESWARA VIDYALAYAM|SANGARPURAM, MANDUR|0000000000|Eastern|Batticaloa|Paddrippu|Porativupattu
14217|BT/PD/MANDUR 14 G.T.M.S|KANESAPURAM MANDUR|0000000000|Eastern|Batticaloa|Paddrippu|Porativupattu
14221|BT/PD/PERIYAPORATIVU BHARATHY VIDYALAYAM|PERIYAPORATIVU|0652056500|Eastern|Batticaloa|Paddrippu|Porativupattu
14222|BT/PD/MUNAITHIVU SHAKTHI MAHA VIDYALAYAM|MUNAITHIVU PERIYAPORATHIVU|0652251289|Eastern|Batticaloa|Paddrippu|Porativupattu
14223|BT/KOVILPORATHIVU VIVEKANANDA MAHA VIDYALAYAM|KOVILPORATHIVU PERIYAPORATHIVU|0652251333|Eastern|Batticaloa|Paddrippu|Porativupattu
14225|BT/PD/PALUGAMAM KANDUMANI MAHA VIDYALAYAM|THIRUPPALUGAMAM|0652251244|Eastern|Batticaloa|Paddrippu|Porativupattu
14227|BT/PD/THUMBANKENY KANNAKI VIDYALAYAM|THIKKODAI,PERIYAPORATHEEVU.|0000000000|Eastern|Batticaloa|Paddrippu|Porativupattu
14230|BT/PD/THIKKODAI GANESHA VIDYALAYAM|THIKKODAI|0000000000|Eastern|Batticaloa|Paddrippu|Porativupattu
14233|BT/PD/MANDUR 40 GTMS|VAMMIYADIYOOTTU, THIKKODAI|0653063715|Eastern|Batticaloa|Paddrippu|Porativupattu
14234|BT/PD/KALUMUNTHANVELLY G.T.M.S|KALUMUNTHANVELLY,AMPILANTHURAI|0000000000|Eastern|Batticaloa|Paddrippu|Porativupattu
14235|BT/BW/MAVADIMUNMARI G.T.M.S.|MAVADIMUNMARI,KOKKADDICHOLAI.||Eastern|Batticaloa|Batticaloa West|Manmunai-S. West
14236|BT/BW/MUNAIKKADU VIVEKANANDA VIDYALAYAM|KOKKADDICHOLAI||Eastern|Batticaloa|Batticaloa West|Manmunai-S. West
14237|BT/BW/MUTHALAIKKUDAH MAHA VIDYALAYAM|MUTHALAIKKUDAH,KOKKADDICHCHOLAI|0652056920|Eastern|Batticaloa|Batticaloa West|Manmunai-S. West
14239|BT/BW/MAHILADITIVU SARASWATHY VID|KOKKADDICHOLAI|0652056951|Eastern|Batticaloa|Batticaloa West|Manmunai-S. West
14243|BT/BW/ARASADITHIVU VIGNESWARA MAHAVIDYALAYA|ARASADITHIVU KOKKADDICHOLAI|9999999999|Eastern|Batticaloa|Batticaloa West|Manmunai-S. West
14244|BT/BW/KOKKADDICHOLAI R.K.M.V|WARD 09, KOKKADDICHOLAI|0652056921|Eastern|Batticaloa|Batticaloa West|Manmunai-S. West
14245|BT/BW/KADUKKAMUNAI VANI VIDYALAYAM|KADUKKAMUNAI,KOKKADDICHOLAI|0652054149|Eastern|Batticaloa|Batticaloa West|Manmunai-S. West
14249|BT/BW/NATPATHUVADDAI VIPULANANDA VID|NATPATHUVADDAI||Eastern|Batticaloa|Batticaloa West|Manmunai-S. West
14250|BT/BW/KOLLANULLAI VIVEKANANDA VIDYALAYA|KOLLANULLAI KOKKADDICHOLAI|9999999999|Eastern|Batticaloa|Batticaloa West|Manmunai-S. West
14251|BT/KK/MATHURANKERNYKULAM G.T.M.S|MANKERNY|0000000000|Eastern|Batticaloa|Kalkudah|Koralapattu North
14266|BT/BW/IRUDDUCHOLAIMADU VISHNU VIDYALAYAM.|KANNANKUDAH-300016,BATTICALOA.||Eastern|Batticaloa|Batticaloa West|Manmunai - West
14285|BT BC ODDAMAVADI FATHIMA BALIKA MAHA VIDIYALAYA|ODDAMAVADI|0652257580|Eastern|Batticaloa|Batticaloa Central|Koralaipattu West
14288|BT/BC/RITHITHENA IQRAH VIDYALAYA|RITHITHENA, PUNANAI|870714|Eastern|Batticaloa|Batticaloa Central|Koralaipattu West
14290|BT/BC/BRAINTHURAICHENAI SATHULIYA VIDYALAYAM|PANSALA ROAD BRAINTHURAICHENAI VALAICHENAI||Eastern|Batticaloa|Batticaloa Central|Koralaipattu West
14300|BT/BC PALAMUNAI ASHRAFF VIDYALAYA|PALAMUNAI-ARAYAMPATHI-30150|0653645397|Eastern|Batticaloa|Batticaloa Central|Kaththankudy
14304|BT/PD/KANNAKIPURAM VINAYAGAR VIDYALAYA|MAHILOOR, KALUWANCHIKUDY|0000000000|Eastern|Batticaloa|Paddrippu|M.S.E Pattu
14312|BT/BT/MYLAMBAVELY VIPULANANDA VIDYALAYAM|MYLAMBAVELY,THANNAMUNAI|0653647166|Eastern|Batticaloa|Batticaloa|Eravurpattu
14316|BT/BW/KAYANKUDAH KANNAKI VID|PANKUDAVELI||Eastern|Batticaloa|Batticaloa West|Eravur pattu - 3
14326|BT/BW/KANCHIRANKUDAH KAMADCHI VIDYALAYAM|KANCHIRANKUDAH, KANNANKUDAH||Eastern|Batticaloa|Batticaloa West|Manmunai - West
14420|BT/BC/AYISHA MAHALIR M.V|VALAICHENAI|0652257936|Eastern|Batticaloa|Batticaloa Central|Koralaipattu West
15001|KEPPETIPOLA SECONDRY SCHOOL|MAHAOYA||Eastern|Ampara|Mahaoya|Mahaoya
15002|PADIYATHALAWA NATIONAL SCHOOL|PADIYATHALAVA|0632246116|Eastern|Ampara|Mahaoya|Padiyatalawa
15003|TEMPITIYA VIDUHALA|TEMPITIYA,MAHAOYA||Eastern|Ampara|Mahaoya|Mahaoya
15004|SERANKADA SECONDARY SCHOOL|SERANKADA||Eastern|Ampara|Mahaoya|Padiyatalawa
15005|UNUWATHURA BUBULA VIDUHALA|UNUWATHURABUBULA,MAHAOYA||Eastern|Ampara|Mahaoya|Mahaoya
15006|GALODE VIDUHALA|GALODE ,PADIYATHALAVA||Eastern|Ampara|Mahaoya|Padiyatalawa
15007|KOMANA VIDYALAYA|DORAKUMBURA,PADIYATHALAWA||Eastern|Ampara|Mahaoya|Padiyatalawa
15008|MIRISWATHTHA MAHA VIDYALAYA|KOLAMANTHALAWA,PADIYATHALAVA|0635615762|Eastern|Ampara|Mahaoya|Padiyatalawa
15009|HARASGALA VIDUHALA|HARASGALA,MAHAOYA||Eastern|Ampara|Mahaoya|Mahaoya
15010|IDDAPOLA VIDUHALA|IDDAPOLA,MAHAOYA||Eastern|Ampara|Mahaoya|Mahaoya
15011|KEHELULLA VIDYALAYA|KEHELULLA,PADIYATHALAVA||Eastern|Ampara|Mahaoya|Padiyatalawa
15012|KUDAHARASGALA SECONDARY SCHOOL|KUDAHARASGALA,MAHAOYA||Eastern|Ampara|Mahaoya|Mahaoya
15015|BEDIREKKA VIDUHALA|BEDIREKKA,MAHAOYA||Eastern|Ampara|Mahaoya|Mahaoya
15016|MARANGALA VIDYALAYA|DORAKUBURA,MARANGALA,PADIYATHALAVA||Eastern|Ampara|Mahaoya|Padiyatalawa
15017|HOLIKE VIDYALAYA|HOLIKE , PADIYATHALAWA||Eastern|Ampara|Mahaoya|Padiyatalawa
15020|DAMBADENIYA VIDYALAYA|DAMBADENIYA,MAHAOYA||Eastern|Ampara|Mahaoya|Mahaoya
15022|POLLEBEDDA VIDYALAYA|POLLEBEDDA,MAHAOYA||Eastern|Ampara|Mahaoya|Mahaoya
15023|AM.MAHA,WARAPITIYA VIDYALAYA|KEKIRIHENA,MAHAOYA||Eastern|Ampara|Mahaoya|Mahaoya
15026|BORAPOLA MAHA VIDYALAYA|BORAPOLA,MAHAOYA|0633639775|Eastern|Ampara|Mahaoya|Mahaoya
15031|NUWARAGALATHENNA MAHA VIDYALAYA|NUWARAGALATHENANA,MANGALAGAMA,AMPARA||Eastern|Ampara|Mahaoya|Mahaoya
15032|AM/MANGALARAMA V.|MANGALAGAMA,AMPARA||Eastern|Batticaloa|Batticaloa|Eravurpattu
15033|AM/RAJAGALATHENNA M.V.|RAJAGALATHENNA,AMPARA||Eastern|Ampara|Ampara|Uhana
15034|AM/MALWATTA THISSAPURA M.V.|THISSAPURA DADAYAMTHALAWA||Eastern|Ampara|Ampara|Uhana
15035|AM/WERANKETAGODA M.V.|WERENKETAGODA|0632050936|Eastern|Ampara|Ampara|Uhana
15036|AM/GALAPITAGALA M.V.|GALAPITAGALA||Eastern|Ampara|Ampara|Uhana
15037|AM/UHANA M.V.|UHANA|0632250187|Eastern|Ampara|Ampara|Uhana
15038|SENAGAMA MAHA VIDYALAYA|WERENKETAGODA||Eastern|Ampara|Ampara|Uhana
15039|AM/VIJAYAPURA V.|VIJAYAPURA, DADAYAMTHALAWA||Eastern|Ampara|Ampara|Uhana
15040|AM/KUMARIGAMA M.V.|KUMARIGAMA,UHANA||Eastern|Ampara|Ampara|Uhana
15041|AM/GALAHITIYAGODA M.V.|GALAHITIYAGODA,UHANA||Eastern|Ampara|Ampara|Uhana
15042|AM/UHANA THISSAPURA V.|UHANA||Eastern|Ampara|Ampara|Uhana
15043|AM/SIYAMBALAWEWA V.|SIYAMBALAWEWA||Eastern|Ampara|Ampara|Uhana
15044|AM/HIMIDURAWA V.|UHANA||Eastern|Ampara|Ampara|Uhana
15045|AM/UDAYAPURA V.|DIGA-WEERAGODA||Eastern|Ampara|Ampara|Uhana
15046|AM/DEMATAMALPELASSA V.|UHANA||Eastern|Ampara|Ampara|Uhana
15047|AM/NUGELANDA V.|NUGELANDA, RAJAGALATHENNA||Eastern|Ampara|Ampara|Uhana
15048|AM/MAYADUNNA V.|MAYADUNNA, GONAGOLLA||Eastern|Ampara|Ampara|Uhana
15049|AM/RAJAGAMA V.|DIGA WEERAGODA||Eastern|Ampara|Ampara|Uhana
15050|AM/WEERAGODA V.|DADAYAMTHALAWA||Eastern|Ampara|Ampara|Uhana
15052|AM/SUHUDAGAMA V.|WEERAGODA||Eastern|Ampara|Ampara|Uhana
15053|AM/NAWAGIRIYAWA V.|GONAGOLLA||Eastern|Ampara|Ampara|Uhana
15054|AM/BANDARADUWA V.|GONAGOLLA||Eastern|Ampara|Ampara|Uhana
15055|AM/RUHUNUGAMA V.|RUHUNUGAMA, DADAYAMTHALAWA||Eastern|Ampara|Ampara|Uhana
15056|AM/GONAGALA V.|GALAPITAGALA||Eastern|Ampara|Ampara|Uhana
15057|AM/WALAGAMPURA V.|WERANKETAGODA||Eastern|Ampara|Ampara|Uhana
15058|AM/KAHATAGASYAYA V.|KAHATAGASYAYA,NAMALOYA||Eastern|Ampara|Ampara|Uhana
15059|AM/UDAYAGIRIYA V.|UHANA||Eastern|Ampara|Ampara|Uhana
15060|AM/VIDYALOKA V.|WEERAGODA||Eastern|Ampara|Ampara|Uhana
15065|AM/DIULANA V.|PIYANGALA, RAJAGALATHENNA||Eastern|Ampara|Ampara|Uhana
15067|AM/D.S.SENANAYAKA M.M.V.|AMPARA|0632222375|Eastern|Ampara|Ampara|Ampara
15068|AM/DAMANA M.V.|DAMANA,AMPARA||Eastern|Ampara|Ampara|Damana
15069|AM/SADDHATHISSA M.V.|AMPARA|0632223687|Eastern|Ampara|Ampara|Ampara
15070|AM/KAWANTHISSA M.V.|AMPARA|0632224484|Eastern|Ampara|Ampara|Ampara
15071|AM/AMBAGAHAWELLA M.V.|PARAGAHAKALE, AMPARA||Eastern|Ampara|Ampara|Ampara
15072|AM/UKSIRIPURA V.|MUWANGALA,HINGURANA||Eastern|Ampara|Ampara|Damana
15073|AM/KEENAWATHTHA V.|KEENAWATHTHA,HINGURANA||Eastern|Ampara|Ampara|Damana
15074|AM/GAMINI MAHA VIDYALAYA|2ND AVENUE AMPARA|0632222368|Eastern|Ampara|Ampara|Ampara
15075|AM/NAMALOYA V.|NAMALOYA, AMPARA||Eastern|Ampara|Ampara|Ampara
15076|AM/NAMALTHALAWA M.V.|NAMALOYA,AMPARA|0632051472|Eastern|Ampara|Ampara|Ampara
15077|AM/PARAGAHAKALE M.V.|PARAGAHAKALE,AMPARA||Eastern|Ampara|Ampara|Ampara
15078|AM/PADAGODA V.|PAALALANDA,AMPARA||Eastern|Ampara|Ampara|Damana
15079|AM/POLWATHTHA M.V.|POLWAGA JANAPADAYA,AMPARA|0632051929|Eastern|Ampara|Ampara|Ampara
15080|AM/BANDARANAYAKA BALIKA M.V.|AMPARA|0632222451|Eastern|Ampara|Ampara|Ampara
15081|AM/MUWANGALA M.V.|MUWANGALA,HINGURANA||Eastern|Ampara|Ampara|Damana
15082|AM/MORAGAHAPALLAMA V.|4TH BRIDGE,MORAGAHAPALLAMA,AMPARA||Eastern|Ampara|Ampara|Damana
15083|AM/WAWINNA V.|WAVINNA, PARAGAHAKALE||Eastern|Ampara|Ampara|Ampara
15084|AM/WELUSUMANA V.|NAMALOYA, AMPARA||Eastern|Ampara|Ampara|Ampara
15085|AM/HINGURANA M.V.|HINGURANA||Eastern|Ampara|Ampara|Damana
15086|AM/KARANGAWA JANARAJA V.|AMPARA||Eastern|Ampara|Ampara|Ampara
15087|AM/HEGODA SRI INDRASARA V.|MIHINDUPURA,AMPARA||Eastern|Ampara|Ampara|Ampara
15090|AM/KOTAWEHERA V.|PARAGAHAKALE|0632051051|Eastern|Ampara|Ampara|Ampara
15092|AM/SEEWALI V.|MORAGAHAPALLAMA,AMPARA||Eastern|Ampara|Ampara|Damana
15093|AM/KOKNAHARA M.V.|KOKNAHARA AMPARA||Eastern|Ampara|Ampara|Damana
15097|AM/KIULEGAMA M.V.|WADINAGALA,AMPARA||Eastern|Ampara|Ampara|Damana
15099|AM/DEWALAHINDA V.|DEWALAHINDA,AMPARA||Eastern|Ampara|Ampara|Damana
15100|AM/PANNALGAMA V.|PANNALGAMA,AMPARA||Eastern|Ampara|Ampara|Damana
15101|AM/MADAWALALANDA M.V.|MADAWALALANDA,AMPARA||Eastern|Ampara|Ampara|Damana
15102|AM/MANTHOTTAMA V.|MAHANAGAPURA,AMPARA||Eastern|Ampara|Ampara|Damana
15103|AM/WADINAGALA V.|WADINAGALA,AMPARA||Eastern|Ampara|Ampara|Damana
15108|AM/THIMBIRIGOLLA V.|MADAWALALANDA,AMPARA||Eastern|Ampara|Ampara|Damana
15111|AM/ABHAYAPURA V.|PARAGAHAKALE, AMPARA||Eastern|Ampara|Ampara|Uhana
15112|AM/PANAMA M.V.|PANAMA||Eastern|Ampara|Ampara|Lahugala
15113|AM.LAHUGALA V.|POTUVIL ROAD,LAHUGALA||Eastern|Ampara|Ampara|Lahugala
15114|AM/SRI DHAMMARATHANA V.|AKKARAIPATHTHU||Eastern|Ampara|Ampara|Damana
15115|AM/POTHUVIL SINHALA V.|POTHUVIL||Eastern|Ampara|Ampara|Lahugala
15116|AM/BAKMITIYAWA V.|BAKMITIYAWA,AMPARA||Eastern|Ampara|Ampara|Damana
15118|AM/NEETHTHA V.|NEETHTTHA,MADAWALALANDA,AMPARA||Eastern|Ampara|Ampara|Damana
15120|AM/DEHI/MADAGAMA SECONDORY SCHOOL|DEHIATTAKANDIYA|0272250205|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15121|AM/DEI/IHALAGAMA V.|DEHIATTAKANDIYA|0770533944|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15122|AM/DEHI/SADAMADULLA M.A.|DEHIATTAKANDIYA|0729069982|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15123|AM/DEHI/HENANIGALA NORTH V.|DEHIATTAKANDIYA|0712702482|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15124|AM/DEHI/LIHINIYAGAMA M.V.|DEHIATTAKANDIYA|0724026872|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15125|AM/DEHI/MAWANAGAMA V.|DEHIATTAKANDIYA|0714038409|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15126|AM/DEHI/DIYAVIDDAGAMA V.|DEHIATTAKANDIYA|0718409862|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15128|AM/DEHI/BAABARAWANA V.|DEHIATTAKANDIYA|0778292965|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15129|AM/DEHI/HENANIGALA SOUTH V.|DEHIATTAKANDIYA|0718105702|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15130|AM/DEHI/PARANAGAMA V.|DEHIATTAKANDIYA|0724352939|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15131|AM/DEHI/WABADAGAMA V.|DEHIATTAKANDIYA|0721761880|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15134|AM/DEHI/KALEGAMA V.|DEHIATTAKANDIYA|0718038749|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15135|AM/DEHI/KUDAGAMA V.|DEHIATTAKANDIYA||Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15136|AM/DEHI/SALPITIGAMA V.|DEHIATTAKANDIYA|0779930246|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15139|AM/DEHI/WAWAGAMA V.|DEHIATTAKANDIYA|0775690237|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15142|AM/DEHI/SADUNPURA M.V.|DEHIATTAKANDIYA|0272056001|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15143|AM/DEHI/MURUTHAGASPITIYA V.|DEHIATTAKANDIYA|0782947223|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15144|AM/DEHI/NAGASWAWE V,|DEHIATTAKANDIYA|0710734703|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15147|AM/DEHI/HUNGAMALAGAMA V.|DEHIATTAKANDIYA|0729136293|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15150|AM/DEHI.BAKMEEDENIYA M.V.|DEHIATTAKANDIYA|0777004645|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15151|NCP/PL/DIMBU/DIMBU SIRIPURA M.M.V|SIRIPURA,POLONNARUWA|0273281679|North Central|Polonnaruwa|Dimbulagala|Dimbulagala
15152|AM/DEHI/DEHIATTAKANDIYA NATIONAL SCHOOL|DEHIATTAKANDIYA|0272250202|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15153|AM/DEHI/RATHMALKADURA S.|DEHIATTAKANDIYA|0714493067|Eastern|Ampara|Dehiattakandiya|Dehiattakandiya
15155|NCP/PL/DIMBU/DIMBU/NAWAPALLEGAMA K.V.|PALLEGAMA,SIRIPURA||North Central|Polonnaruwa|Dimbulagala|Dimbulagala
15158|NCP/DIMBU/DIMBU/PIHITIWEWA K.V|PIHITIWEWA,NUWARAGALA||North Central|Polonnaruwa|Dimbulagala|Dimbulagala
15160|NCP/PL/DIMBU/DIMBU/NUWARAGALA M.V|NUWARAGALA,POLONNARUWA||North Central|Polonnaruwa|Dimbulagala|Dimbulagala
15161|KM/ST/MUSLIM MADYA MAHA VIDYALAYA(S.N.S)|AMPARA ROAD,SAMMANTHURAI|0672260024|Eastern|Ampara|Sammanthurai|Sammanthurai
15162|KM/ST/AS-SIRAJ.MV CHALAMBAIKERNY-CENTRALCAMP|CHALAMBAIKERNY-CENTRALCAMP||Eastern|Ampara|Sammanthurai|Navithanveli
15164|KM/ST/MAJEEDPURA VIDYALAYA|MAJEEDPURAM,MALVATHA-03||Eastern|Ampara|Sammanthurai|Sammanthurai
15168|KM/ST/NAVITHANVELY ANNAMALAI M.V|NAVITHANVELY KALMUNAI||Eastern|Ampara|Sammanthurai|Navithanveli
15169|KM/ST/AL-MARJAN MLC|AMPARA ROAD, SAMMANTHURAI|0672260239|Eastern|Ampara|Sammanthurai|Sammanthurai
15172|KM/ST/SRI KORAKKAR TAMIL MAHA VID|MAD THARAVAI -02, SAMMANTHURAI||Eastern|Ampara|Sammanthurai|Sammanthurai
15174|KM/ST/VIPULANANDA MAHA VIDYALAYAM|MAIN STREET MALWATTAI-01||Eastern|Ampara|Sammanthurai|Sammanthurai
15176|KM/ST/VIVEKANANDA MAHA VIDYALAYA|UNIT-15,NAVITHANVELY||Eastern|Ampara|Sammanthurai|Navithanveli
15177|KM/ST/RANAMADU HINDU MAHA VIDYALAYAM|CENTRAL CAMP 05||Eastern|Ampara|Sammanthurai|Navithanveli
15179|KM/ST/DHARUSSALAM MAHA VIDYALAYA|BLOCK J EAST|0672260661|Eastern|Ampara|Sammanthurai|Sammanthurai
15181|KM/STR/HOLY CROSS MAHA VIDYALAYAM|SORIKALMUNAI-01, SAMMANTHURAI||Eastern|Ampara|Sammanthurai|Navithanveli
15183|KM/ST/VEERAMUNAI GTMS|VEERAMUNAI,SAMAMNTHURAI||Eastern|Ampara|Sammanthurai|Navithanveli
15184|KM/ST/VEERAMUNAI RKM VIDYALAYAM|VEERAMUNAI, SAMMANTHURAI||Eastern|Ampara|Sammanthurai|Sammanthurai
15185|KM/ST/VEERATHDAL AL-HIDAYA MV|CHAVALAKKADE,KALMUNAI||Eastern|Ampara|Sammanthurai|Navithanveli
15186|KM/ST/VEPPADITHODDAM VANI MAHA VIDYALAYA|UNIT 04 CENTRAL CAMP|0772289489|Eastern|Ampara|Sammanthurai|Navithanveli
15187|KM/ST/SENNAL ZAHIRA MAHA VIDYALAYAM|SENNEL GRAMAM-01, SAMMANTHURAI||Eastern|Ampara|Sammanthurai|Sammanthurai
15188|KM/ST/AL ARSATH MAHAVIDYALAYAM|MALAYADI GRAMAM 03 SAMMANTHURAI|0672260857|Eastern|Ampara|Sammanthurai|Sammanthurai
15189|KM/ST/CENTRAL CAMP GMMS|CENTRAL CAMP||Eastern|Ampara|Sammanthurai|Navithanveli
15196|KM/ST/AL-AZHAR VIDYALAYA|KAIKADDIYADY, SAMAMNTHURAI||Eastern|Ampara|Sammanthurai|Sammanthurai
15200|KM KM ZAHIRA COLLEGE|KALMUNAI|0672221887|Eastern|Ampara|Kalmunai|Sainthamaruthu
15201|KM/KM/WESLEY HIGH SCHHOL|MAIN STREET,KALMUNAI|0672229877|Eastern|Ampara|Kalmunai|Kalmunai Tamil
15202|KM/KM/CARMEL FATIMA COLLEGE, NATIONAL SCHOOL|YARD ROAD, KALMUNAI-01|0672229421|Eastern|Ampara|Kalmunai|Kalmunai Tamil
15203|KM/KM/MAHMUD LADIES COLLEGE|KALMUNAI|0672229362|Eastern|Ampara|Kalmunai|Kalmunai
15204|KM/KM/AL-MANAR CENTRAL COLLEGE|MAIN STREET, MARUTHAMUNAI|0672229332|Eastern|Ampara|Kalmunai|Kalmunai
15205|KM/KM/MARUTHAMUNAI SHAMS CENTRAL COLLEGE|MARUTHAMUNAI|0672229516|Eastern|Ampara|Kalmunai|Kalmunai
15206|KM/KM/PANDIRUPPU MAHA VIDYALAYAM|MAIN STREET,PANDIRUPPU-01,KALMUNAI.|0672224720|Eastern|Ampara|Kalmunai|Kalmunai Tamil
15207|KM/KM/AL.AKSHA MAHA VIDYALAYA|NATPIDDIMUNAI KALMUNAI|0672221834|Eastern|Ampara|Kalmunai|Kalmunai
15208|KM/KM/RAMAKRISHNA MAHA VIDYALAYAM|RKM ROAD, KALMUNAI|0672220078|Eastern|Ampara|Kalmunai|Kalmunai Tamil
15209|KM/KM/PERIYANEELAVANAI VISHNU M.V.|MAIN STREET PERIYANEELAVANAI-2|0672229601|Eastern|Ampara|Kalmunai|Kalmunai Tamil
